15	8, 5, 54, 50, 51, 44, 41, 42, 36, 37, 39, 32, 21, 16, 19, 12, 13	4, 6, 7, 52, 53, 55, 49, 45, 47, 34, 28, 30, 31, 22, 23, 17, 14	57, 9, 11, 48, 46, 40, 43, 38, 33, 35, 29, 24, 25, 26, 27, 20, 18	56, 10, 15	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
16	8, 9, 10, 5, 55, 44, 40, 39, 32, 34, 28, 23, 18, 19, 12, 13, 14	56, 7, 52, 54, 48, 49, 51, 46, 47, 41, 42, 36, 37, 35, 31, 20, 22	57, 11, 4, 6, 53, 45, 43, 38, 33, 29, 24, 25, 26, 27, 21, 16, 17	50, 30, 15	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
17	8, 53, 54, 48, 51, 44, 45, 42, 43, 36, 39, 33, 34, 27, 12, 13, 15	56, 10, 52, 55, 49, 47, 41, 35, 30, 24, 25, 21, 22, 16, 17, 18, 14	57, 9, 4, 5, 6, 7, 50, 46, 40, 37, 38, 32, 28, 29, 31, 26, 23	11, 20, 19	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
18	6, 52, 53, 51, 44, 46, 40, 42, 36, 38, 32, 34, 29, 25, 20, 17, 13	56, 4, 5, 55, 48, 49, 43, 37, 33, 24, 26, 21, 16, 19, 12, 14, 15 	57, 8, 9, 10, 11, 7, 54, 50, 45, 47, 41, 39, 30, 31, 22, 23, 18	35, 28, 27	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
19	56, 8, 53, 54, 42, 36, 38, 32, 28, 24, 27, 20, 21, 22, 19, 12, 15 	9, 11, 5, 6, 55, 44, 45, 43, 37, 33, 35, 29, 26, 17, 18, 13, 14	57, 10, 4, 7, 52, 48, 49, 50, 51, 46, 41, 39, 34, 30, 31, 25, 16	47, 40, 23	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
20	11, 6, 54, 49, 51, 46, 47, 40, 32, 34, 35, 25, 16, 18, 19, 13, 14	56, 8, 10, 52, 50, 44, 42, 43, 33, 28, 31, 27, 20, 21, 22, 23, 15	57, 9, 4, 7, 53, 55, 48, 45, 41, 36, 37, 38, 39, 29, 24, 26, 12	 5, 30, 17	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
21	56, 4, 7, 53, 54, 44, 45, 41, 42, 43, 33, 34, 30, 24, 22, 16, 17	8, 6, 55, 48, 49, 50, 46, 36, 37, 38, 32, 28, 29, 25, 26, 21, 23	57, 9, 10, 5, 52, 51, 47, 40, 35, 31, 27, 20, 18, 12, 13, 14, 15	11, 39, 19	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
22	4, 5, 49, 50, 46, 41, 42, 43, 37, 39, 28, 31, 26, 20, 17, 18, 13	56, 8, 10, 7, 53, 55, 51, 44, 47, 38, 30, 21, 22, 23, 16, 19, 14	57, 6, 54, 48, 45, 40, 36, 32, 33, 34, 35, 29, 24, 25, 27, 12, 15	9, 11, 52	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
23	9, 7, 48, 49, 46, 40, 37, 39, 32, 33, 34, 30, 24, 23, 18, 12, 14	56, 8, 4, 5, 50, 51, 44, 45, 47, 41, 42, 29, 31, 27, 21, 16, 17	57, 11, 6, 52, 53, 54, 55, 43, 36, 35, 28, 25, 26, 22, 19, 13, 15	 10, 38, 20	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
24	56, 10, 7, 55, 51, 46, 47, 41, 36, 37, 32, 35, 24, 27, 21, 22, 18	8, 6, 52, 54, 48, 49, 50, 45, 42, 38, 39, 34, 28, 29, 31, 26, 19	57, 9, 11, 4, 53, 44, 43, 33, 30, 25, 20, 23, 16, 12, 13, 14, 15	5, 40, 17	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
25	56, 5, 6, 52, 54, 48, 40, 42, 43, 36, 28, 27, 22, 23, 17, 12, 13	8, 10, 7, 55, 49, 50, 46, 41, 37, 38, 29, 31, 24, 25, 16, 18, 14	 57, 11, 53, 51, 44, 45, 47, 39, 32, 33, 34, 35, 30, 26, 20, 19, 15 	9, 4, 21	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
26	10, 5, 50, 51, 42, 38, 39, 32, 34, 35, 30, 24, 25, 22, 17, 12, 13	 56, 11, 6, 7, 54, 55, 48, 40, 41, 36, 33, 29, 31, 20, 23, 18, 14	57, 8, 4, 52, 53, 49, 44, 45, 46, 47, 43, 37, 28, 26, 21, 19, 15	9, 27, 16	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
27	8, 4, 54, 51, 44, 40, 38, 28, 30, 24, 26, 27, 20, 22, 16, 14, 15	56, 5, 7, 52, 55, 49, 50, 41, 36, 31, 25, 21, 23, 17, 18, 19, 12	 57, 10, 11, 6, 53, 48, 45, 46, 42, 43, 37, 32, 33, 34, 35, 29, 13	9, 47, 39	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
28	56, 4, 5, 51, 45, 43, 37, 34, 35, 25, 26, 27, 17, 18, 19, 12, 15	52, 54, 55, 50, 46, 47, 42, 36, 32, 28, 24, 20, 21, 23, 16, 13, 14	57, 8, 9, 10, 11, 6, 53, 48, 49, 44, 40, 41, 39, 33, 29, 30, 31	7, 38, 22	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
29	55, 44, 45, 46, 41, 42, 36, 37, 39, 32, 30, 26, 22, 19, 12, 13, 15	56, 4, 5, 7, 52, 54, 48, 50, 38, 33, 29, 24, 27, 20, 21, 23, 16	 57, 8, 9, 10, 11, 6, 53, 49, 51, 47, 43, 34, 35, 28, 31, 25, 18 	40, 17, 14	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
30	9, 10, 4, 7, 40, 41, 42, 37, 38, 35, 29, 27, 20, 17, 19, 13, 15	56, 5, 52, 53, 46, 36, 39, 32, 34, 31, 24, 25, 21, 22, 18, 12, 14 	57, 11, 54, 48, 49, 50, 51, 44, 45, 47, 43, 33, 28, 30, 26, 23, 16	 8, 6, 55	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
31	4, 6, 52, 51, 47, 40, 36, 37, 39, 32, 34, 31, 25, 26, 21, 17, 14 	56, 5, 53, 48, 50, 45, 46, 42, 43, 38, 35, 16, 18, 19, 12, 13, 15	57, 8, 9, 10, 11, 7, 55, 49, 44, 41, 33, 28, 29, 30, 24, 27, 23	54, 20, 22	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
32	56, 10, 6, 53, 48, 47, 41, 43, 37, 38, 39, 24, 27, 16, 17, 12, 13	8, 11, 7, 52, 54, 49, 50, 51, 44, 45, 40, 28, 26, 21, 22, 23, 15	57, 9, 4, 5, 55, 46, 36, 32, 33, 34, 35, 30, 31, 25, 20, 18, 14	42, 29, 19	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
33	9, 10, 11, 53, 48, 47, 43, 37, 35, 31, 25, 26, 27, 17, 19, 13, 14	8, 52, 55, 49, 51, 46, 40, 41, 36, 39, 34, 29, 30, 20, 23, 18, 12	57, 4, 5, 6, 7, 54, 44, 45, 42, 38, 33, 28, 24, 21, 22, 16, 15	56, 50, 32	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
34	5, 6, 55, 48, 49, 40, 37, 33, 29, 31, 24, 25, 21, 22, 16, 18, 12	56, 7, 52, 50, 44, 45, 47, 41, 42, 43, 36, 32, 34, 30, 19, 13, 14	57, 8, 9, 10, 11, 4, 51, 46, 38, 39, 35, 28, 27, 20, 23, 17, 15 	53, 54, 26	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
35	 4, 7, 55, 49, 51, 44, 43, 36, 33, 34, 35, 29, 25, 21, 18, 12, 14 	56, 5, 53, 48, 47, 40, 42, 37, 32, 31, 27, 20, 22, 16, 17, 19, 15	57, 8, 9, 10, 11, 6, 54, 50, 45, 46, 41, 39, 28, 30, 26, 23, 13 	52, 38, 24	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
36	56, 7, 52, 55, 50, 45, 46, 42, 43, 37, 34, 29, 30, 27, 21, 22, 14	8, 4, 5, 54, 48, 49, 44, 47, 41, 38, 39, 32, 33, 31, 24, 13, 15	57, 10, 11, 6, 53, 51, 40, 36, 35, 28, 25, 26, 23, 16, 17, 18, 19	9, 20, 12	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
37	56, 10, 48, 50, 46, 37, 33, 35, 29, 31, 25, 26, 20, 23, 17, 18, 13	8, 4, 7, 49, 45, 40, 41, 42, 39, 28, 30, 21, 22, 16, 19, 12, 15	 57, 11, 5, 6, 52, 53, 54, 55, 51, 44, 43, 36, 38, 34, 24, 27, 14 	9, 47, 32	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
38	56, 10, 11, 4, 53, 54, 47, 42, 43, 37, 34, 31, 26, 21, 17, 14, 15	 8, 9, 5, 7, 45, 41, 36, 39, 33, 28, 27, 20, 22, 16, 18, 12, 13	57, 6, 52, 55, 48, 49, 50, 51, 44, 46, 32, 35, 29, 30, 25, 23, 19	40, 38, 24	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
39	 56, 4, 5, 52, 53, 54, 46, 47, 38, 33, 30, 31, 26, 21, 16, 12, 15 	6, 7, 55, 44, 40, 39, 32, 35, 28, 25, 27, 22, 23, 17, 18, 13, 14 	57, 8, 9, 10, 11, 48, 49, 50, 51, 45, 41, 43, 36, 34, 29, 24, 20	 42, 37, 19	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
40	5, 7, 53, 54, 49, 51, 41, 43, 36, 33, 30, 24, 20, 23, 16, 12, 15	56, 10, 52, 55, 48, 42, 37, 39, 34, 35, 29, 25, 27, 22, 18, 19, 14	57, 8, 11, 4, 6, 50, 44, 45, 46, 47, 40, 38, 32, 31, 26, 17, 13	9, 28, 21	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
41	56, 9, 11, 7, 53, 48, 51, 44, 42, 39, 32, 26, 21, 22, 23, 18, 13	8, 10, 5, 6, 52, 54, 50, 45, 47, 36, 34, 25, 20, 16, 17, 14, 15	 57, 4, 55, 49, 46, 40, 43, 37, 33, 35, 28, 29, 30, 31, 24, 27, 12	41, 38, 19	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
42	9, 4, 6, 7, 52, 54, 55, 45, 47, 39, 35, 29, 26, 27, 22, 23, 13	 10, 11, 5, 53, 44, 36, 37, 32, 33, 28, 30, 25, 16, 18, 19, 14, 15 	57, 8, 48, 49, 50, 51, 40, 42, 43, 38, 34, 31, 24, 20, 21, 17, 12	56, 46, 41	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
43	4, 6, 53, 50, 46, 41, 43, 37, 38, 33, 34, 35, 28, 26, 22, 18, 14	56, 5, 52, 48, 49, 51, 44, 47, 42, 39, 30, 24, 25, 27, 16, 19, 12	57, 8, 9, 10, 11, 7, 55, 45, 40, 36, 32, 31, 20, 21, 23, 17, 15	54, 29, 13	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
44	56, 10, 11, 49, 50, 45, 43, 36, 32, 34, 31, 26, 16, 17, 12, 13, 15	8, 9, 5, 6, 7, 48, 51, 44, 41, 42, 29, 25, 27, 21, 18, 19, 14	57, 52, 53, 54, 55, 46, 47, 40, 38, 39, 33, 35, 28, 30, 24, 20, 22 	4, 37, 23	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
45	10, 6, 49, 50, 43, 36, 38, 32, 34, 35, 29, 26, 22, 23, 18, 12, 13	56, 9, 11, 4, 7, 54, 55, 48, 40, 39, 30, 27, 20, 16, 17, 14, 15	 57, 8, 5, 52, 53, 51, 44, 45, 46, 47, 37, 33, 31, 24, 25, 21, 19 	42, 41, 28	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
46	9, 10, 6, 52, 53, 54, 51, 45, 32, 28, 25, 27, 21, 23, 18, 19, 14 	8, 11, 4, 5, 7, 55, 49, 44, 36, 39, 33, 34, 35, 24, 22, 17, 15	57, 48, 50, 46, 40, 41, 42, 43, 37, 38, 29, 30, 26, 20, 16, 12, 13	56, 47, 31	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
47	11, 52, 54, 55, 44, 47, 38, 34, 28, 26, 27, 22, 16, 17, 19, 13, 15	56, 10, 4, 7, 53, 45, 40, 42, 43, 36, 37, 32, 31, 24, 21, 23, 12	57, 8, 9, 5, 48, 49, 50, 51, 46, 41, 39, 33, 35, 30, 25, 18, 14	6, 29, 20	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
48	56, 5, 53, 51, 45, 40, 41, 37, 32, 33, 28, 30, 26, 20, 21, 16, 19	9, 11, 4, 6, 52, 49, 50, 46, 47, 42, 36, 39, 29, 27, 22, 23, 17	57, 8, 10, 7, 54, 55, 44, 43, 38, 34, 35, 31, 24, 12, 13, 14, 15	48, 25, 18	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
49	5, 6, 52, 53, 48, 44, 40, 36, 39, 33, 34, 31, 26, 23, 18, 19, 12	 56, 4, 55, 49, 50, 47, 37, 38, 32, 28, 29, 24, 21, 22, 13, 14, 15	57, 8, 9, 10, 11, 7, 54, 51, 45, 46, 42, 43, 30, 27, 20, 16, 17	41, 35, 25	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
50	 8, 4, 5, 6, 54, 46, 47, 42, 36, 34, 30, 26, 21, 22, 23, 18, 13	56, 9, 10, 11, 7, 40, 43, 37, 38, 32, 33, 28, 31, 24, 20, 17, 15	57, 52, 53, 55, 48, 49, 50, 51, 44, 41, 39, 35, 29, 25, 27, 19, 14	45, 16, 12	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
51	52, 55, 50, 44, 40, 43, 37, 38, 33, 35, 28, 26, 23, 19, 12, 13, 14	56, 8, 10, 53, 48, 49, 45, 46, 41, 39, 32, 34, 30, 27, 21, 16, 17	57, 9, 4, 5, 6, 7, 54, 47, 42, 36, 29, 31, 25, 20, 22, 18, 15	11, 51, 24	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
52	56, 8, 9, 53, 44, 36, 39, 34, 35, 28, 24, 23, 16, 17, 19, 14, 15 	10, 11, 55, 48, 49, 51, 46, 47, 42, 43, 32, 33, 29, 30, 25, 21, 22	57, 4, 5, 6, 7, 54, 45, 40, 41, 37, 31, 26, 27, 20, 18, 12, 13	 52, 50, 38	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
53	10, 4, 5, 7, 50, 47, 40, 42, 38, 39, 34, 28, 30, 25, 20, 16, 17	56, 8, 11, 6, 53, 48, 49, 51, 44, 43, 33, 26, 27, 21, 22, 23, 18	57, 9, 52, 54, 55, 45, 46, 41, 36, 35, 31, 24, 19, 12, 13, 14, 15	37, 32, 29	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
54	56, 10, 5, 54, 51, 44, 45, 40, 42, 33, 29, 30, 24, 27, 20, 22, 18	8, 7, 52, 55, 49, 50, 43, 32, 35, 26, 21, 16, 17, 12, 13, 14, 15	 57, 9, 11, 4, 6, 53, 48, 41, 36, 37, 38, 39, 34, 31, 25, 23, 19	47, 46, 28	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
55	4, 6, 48, 50, 47, 41, 37, 33, 35, 31, 24, 26, 21, 22, 23, 17, 14	56, 8, 10, 5, 7, 49, 44, 45, 40, 43, 36, 29, 30, 20, 16, 19, 13	57, 11, 52, 53, 54, 55, 51, 46, 42, 38, 34, 28, 25, 27, 18, 12, 15	9, 39, 32	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
56	56, 10, 52, 48, 45, 41, 42, 38, 34, 26, 21, 23, 16, 17, 19, 13, 15	8, 9, 5, 6, 7, 55, 47, 40, 36, 32, 35, 24, 25, 22, 18, 12, 14	57, 11, 4, 53, 50, 51, 44, 46, 43, 37, 39, 33, 28, 29, 30, 31, 27	54, 49, 20	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
57	56, 7, 48, 45, 47, 43, 39, 33, 34, 28, 24, 26, 22, 16, 19, 14, 15 	55, 49, 50, 44, 46, 40, 41, 36, 32, 30, 27, 21, 23, 17, 18, 12, 13	57, 8, 9, 10, 11, 4, 5, 6, 52, 53, 51, 42, 37, 38, 35, 29, 25	54, 31, 20	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
58	8, 10, 52, 54, 48, 51, 45, 41, 42, 36, 33, 28, 26, 21, 22, 23, 15	56, 6, 53, 49, 46, 43, 37, 38, 39, 32, 34, 35, 25, 27, 20, 13, 14	57, 9, 5, 7, 55, 50, 44, 47, 40, 29, 30, 24, 16, 17, 18, 19, 12	11, 4, 31	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
59	10, 11, 6, 55, 50, 51, 44, 45, 47, 41, 37, 34, 28, 25, 26, 23, 19	56, 8, 52, 53, 42, 39, 32, 33, 35, 29, 30, 31, 20, 21, 22, 16, 18	 57, 9, 7, 54, 48, 49, 46, 40, 43, 36, 38, 27, 17, 12, 13, 14, 15	5, 4, 24	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
60	56, 8, 11, 53, 49, 44, 46, 37, 32, 35, 29, 25, 27, 21, 18, 12, 14	 9, 4, 7, 52, 54, 51, 45, 47, 36, 38, 28, 31, 24, 23, 16, 19, 13	 57, 10, 5, 6, 50, 40, 41, 42, 43, 39, 33, 34, 30, 26, 20, 22, 15	55, 48, 17	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
61	56, 10, 6, 7, 52, 45, 47, 40, 41, 34, 28, 25, 26, 21, 18, 12, 13	 9, 11, 4, 53, 55, 48, 49, 50, 44, 32, 33, 35, 31, 24, 22, 16, 17 	57, 8, 5, 54, 51, 46, 43, 36, 37, 38, 39, 29, 30, 27, 20, 19, 14	42, 23, 15	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
62	56, 10, 11, 4, 54, 49, 45, 46, 40, 32, 33, 34, 20, 23, 16, 13, 14 	8, 7, 55, 50, 51, 44, 47, 41, 42, 43, 35, 29, 31, 24, 26, 27, 19 	57, 9, 5, 6, 52, 48, 36, 37, 38, 39, 28, 25, 21, 22, 17, 18, 15	53, 30, 12	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
63	5, 7, 52, 54, 48, 47, 43, 37, 38, 39, 35, 31, 26, 21, 16, 19, 15	4, 6, 45, 46, 40, 42, 32, 28, 30, 25, 27, 20, 22, 23, 17, 12, 13	57, 8, 9, 10, 11, 53, 55, 49, 50, 51, 44, 41, 36, 33, 29, 18, 14 	56, 34, 24	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
64	9, 55, 50, 51, 45, 40, 43, 38, 32, 35, 24, 20, 21, 22, 18, 12, 15	56, 11, 52, 54, 48, 49, 42, 37, 39, 34, 29, 30, 31, 25, 27, 19, 13	57, 10, 4, 5, 6, 7, 53, 44, 46, 47, 41, 36, 33, 28, 26, 16, 14	8, 23, 17	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
65	56, 8, 10, 52, 50, 51, 47, 40, 41, 38, 32, 34, 25, 27, 18, 14, 15	9, 11, 4, 5, 6, 49, 44, 45, 42, 36, 37, 28, 30, 31, 24, 19, 13	57, 7, 53, 55, 48, 46, 43, 39, 33, 35, 26, 20, 21, 22, 23, 17, 12	 54, 29, 16	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
66	8, 11, 54, 55, 49, 46, 41, 42, 39, 34, 28, 30, 26, 23, 12, 14, 15 	 9, 53, 51, 44, 45, 47, 40, 37, 38, 32, 33, 24, 27, 22, 18, 19, 13	 57, 10, 4, 5, 6, 7, 52, 48, 50, 36, 35, 29, 31, 25, 21, 16, 17	56, 43, 20	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
67	56, 8, 11, 7, 53, 54, 55, 41, 43, 38, 34, 30, 24, 27, 21, 17, 12 	10, 4, 44, 45, 47, 39, 32, 33, 29, 31, 25, 26, 20, 19, 13, 14, 15	57, 9, 6, 52, 48, 49, 50, 51, 46, 40, 42, 36, 37, 35, 28, 16, 18	 5, 23, 22	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
68	56, 5, 6, 50, 44, 46, 47, 41, 37, 35, 29, 24, 26, 23, 17, 14, 15	8, 9, 10, 11, 4, 45, 42, 43, 39, 32, 33, 28, 25, 20, 22, 12, 13	57, 7, 52, 53, 54, 55, 48, 49, 51, 40, 36, 34, 31, 27, 21, 16, 19	38, 30, 18	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
69	56, 9, 11, 4, 5, 6, 55, 49, 47, 42, 32, 33, 30, 25, 20, 21, 16	7, 52, 48, 44, 45, 46, 43, 34, 28, 31, 24, 26, 23, 17, 18, 13, 15	57, 8, 54, 50, 51, 40, 41, 36, 37, 38, 39, 29, 27, 22, 19, 12, 14	10, 53, 35	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
70	8, 54, 55, 45, 41, 42, 37, 38, 39, 32, 33, 31, 25, 21, 23, 17, 13	52, 53, 48, 50, 44, 47, 40, 34, 28, 29, 24, 26, 22, 16, 18, 19, 15 	 57, 9, 10, 11, 4, 5, 6, 7, 49, 51, 46, 43, 36, 35, 30, 12, 14	56, 27, 20	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
71	 56, 8, 9, 11, 7, 53, 49, 44, 40, 42, 25, 27, 20, 16, 17, 18, 12 	 4, 6, 54, 55, 50, 45, 46, 43, 37, 38, 39, 28, 29, 30, 22, 19, 15	57, 10, 5, 52, 48, 51, 47, 41, 36, 32, 33, 34, 35, 31, 24, 26, 13	21, 23, 14	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
72	4, 52, 55, 48, 51, 45, 40, 42, 39, 35, 28, 25, 27, 21, 19, 12, 15	 56, 5, 6, 7, 54, 47, 41, 37, 38, 32, 34, 29, 31, 22, 17, 18, 14	57, 8, 9, 10, 11, 53, 49, 50, 43, 36, 33, 30, 24, 26, 20, 23, 16	44, 46, 13	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
73	56, 8, 11, 5, 7, 55, 49, 45, 41, 37, 32, 33, 29, 30, 27, 12, 15	6, 52, 53, 48, 47, 40, 43, 36, 38, 39, 24, 25, 26, 17, 18, 19, 13	57, 10, 4, 54, 50, 44, 42, 34, 35, 28, 31, 20, 21, 22, 23, 16, 14	9, 51, 46	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
74	 56, 8, 11, 5, 52, 54, 44, 46, 42, 36, 35, 31, 26, 23, 13, 14, 15	10, 7, 53, 55, 47, 40, 37, 39, 33, 34, 29, 30, 20, 21, 17, 19, 12	57, 9, 48, 49, 50, 51, 45, 43, 38, 32, 28, 24, 25, 27, 22, 16, 18	4, 6, 41	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
75	10, 4, 6, 7, 52, 53, 48, 50, 33, 35, 28, 26, 27, 20, 22, 17, 15	56, 11, 54, 55, 51, 40, 42, 36, 38, 39, 34, 30, 31, 24, 19, 12, 14 	 57, 8, 9, 49, 44, 45, 46, 47, 43, 37, 32, 29, 25, 21, 23, 16, 13 	5, 41, 18	1	0	0	2019-08-07 14:42:34.457	2019-08-07 14:42:34.528
